date,category,amount
2023-09-07,Coffe,24
2023-09-07,Market,1
2023-09-07,Business lunch,10
2023-09-07,Market,12
2023-09-08,Market,13
2023-09-08,Restuarant,17
2023-09-09,Transport,8
2023-09-09,Other,10
2023-09-09,Market,11
2023-09-10,Restuarant,39
2023-09-10,Coffe,7.1
2023-09-10,Coffe,6
2023-09-10,Restuarant,10
2023-09-10,Communal,168
2023-09-11,Market,6
2023-09-11,Business lunch,8
2023-09-11,Coffe,7.4
2023-09-11,Market,10
2023-09-12,Market,5.65
2023-09-12,Business lunch,20
2023-09-12,Coffe,8.1
2023-09-12,Market,10
2023-09-13,Market,5.65
2023-09-13,Learning,90
2023-09-13,Business lunch,20
2023-09-13,Coffe,7.1
2023-09-14,Market,12
2023-09-14,Phone,10
2023-09-14,Restuarant,12
2023-09-14,Coffe,6.1
2023-09-15,Market,3
2023-09-15,Coffe,6.1
2023-09-15,Transport,5
2023-09-16,Coffe,7.1
2023-09-16,Coffe,8.1
2023-09-16,Restuarant,73
2023-09-16,Market,11.41
2023-09-17,Coffe,7.1
2023-09-17,Taxi,2.5
2023-09-17,Coffe,16
2023-09-17,Coffe,8
2023-09-17,Restuarant,61.6
2023-09-18,Market,11
2023-09-18,Other,15
2023-09-18,Business lunch,10
2023-09-18,Coffe,6.6
2023-09-18,Transport,5
2023-09-18,Market,28
2023-09-19,Coffe,7.1
2023-09-19,Business lunch,6
2023-09-19,Coffe,16
2023-09-20,Business lunch,12
2023-09-20,Coffe,7.1
2023-09-20,Market,8.33
2023-09-21,Market,9
2023-09-21,Business lunch,7
2023-09-21,Market,7.61
2023-09-21,Phone,25
2023-09-21,Coffe,7.1
2023-09-22,Business lunch,6
2023-09-22,Coffe,15.5
2023-09-22,Coffe,8.1
2023-09-23,Coffe,7.1
2023-09-23,Restuarant,90
2023-09-23,Other,70
2023-09-23,Coffe,7.1
2023-09-24,Market,1
2023-09-24,Market,6.57
2023-09-24,Market,4.35
2023-09-24,Fuel,20
2023-09-25,Business lunch,11
2023-09-25,Market,30
2023-09-25,Coffe,7.1
2023-09-25,Transport,5
2023-09-25,Market,5.35
2023-09-26,Market,3
2023-09-26,Coffe,16
2023-09-26,Communal,9
2023-09-26,Phone,1
2023-09-27,Business lunch,6
2023-09-27,Coffe,16
2023-09-27,Market,4.6
2023-09-28,Coffe,16
2023-09-28,Business lunch,6
2023-09-29,Business lunch,7
2023-09-29,Market,17
2023-09-30,Restuarant,22
2023-09-30,Phone,1
2023-09-30,Transport,5
2023-09-30,Market,3.5
2023-10-01,Coffe,7.3
2023-10-01,Restuarant,20
2023-10-01,Sport,20
2023-10-01,Other,10
2023-10-01,Market,29
2023-10-02,Business lunch,6
2023-10-02,Coffe,8
2023-10-03,Market,6
2023-10-03,Coffe,16
2023-10-04,Phone,2
2023-10-04,Business lunch,6.8
2023-10-04,Market,1.5
2023-10-05,Business lunch,6.8
2023-10-05,Coffe,16
2023-10-05,Transport,5
2023-10-06,Market,4.58
2023-10-06,Coffe,3
2023-10-06,Learning,6
2023-10-06,Coffe,7.1
2023-10-06,Market,9.27
2023-10-06,Business lunch,7.5
2023-10-07,Coffe,7.1
2023-10-07,Coffe,8.4
2023-10-07,Restuarant,32
2023-10-08,Coffe,8.4
2023-10-08,Coffe,23
2023-10-08,Phone,3
2023-10-08,Market,0.5
2023-10-08,Restuarant,5.4
2023-10-08,Coffe,8.4
2023-10-08,Market,6.81
2023-10-09,Restuarant,6.8
2023-10-09,Coffe,3
2023-10-09,Tech,25
2023-10-09,Coffe,16
2023-10-09,Market,10.17
2023-10-10,Health,350
2023-10-10,Coffe,3
2023-10-10,Coffe,16
2023-10-11,Market,16
2023-10-11,Events,100
2023-10-11,Market,6.8
2023-10-11,Coffe,14.1
2023-10-12,Business lunch,19
2023-10-12,Transport,5
2023-10-13,Business lunch,6.8
2023-10-13,Restuarant,4
2023-10-13,joy,45
2023-10-13,Coffe,16
2023-10-14,Market,4.23
2023-10-15,Coffe,17
2023-10-15,Coffe,9
2023-10-15,Market,11
2023-10-16,Market,5.22
2023-10-16,Phone,4
2023-10-16,Taxi,2.5
2023-10-15,Restuarant,31
2023-10-17,Coffe,4
2023-10-17,Market,3.13
2023-10-17,Coffe,7.1
2023-10-17,Coffe,9
2023-10-18,Coffe,4
2023-10-18,Business lunch,8
2023-10-18,Coffe,7.1
2023-10-18,Market,3
2023-10-19,Business lunch,6.8
2023-10-19,Coffe,10
2023-10-19,Coffe,7.1
2023-10-19,Other,10
2023-10-19,Transport,5
2023-10-20,Market,3
2023-10-20,Business lunch,7
2023-10-20,Taxi,3
2023-10-20,Events,5
2023-10-20,Events,100
2023-10-21,Coffe,7.1
2023-10-21,Coffe,7.1
2023-10-21,Market,6
2023-10-21,Restuarant,40
2023-10-22,Phone,10
2023-10-22,Fuel,5
2023-10-22,Restuarant,13
2023-10-22,Fuel,4
2023-10-22,Restuarant,4
2023-10-22,Coffe,7.1
2023-10-22,Market,8
2023-10-23,Coffe,5
2023-10-23,Events,29
2023-10-23,Coffe,17
2023-10-23,Learning,1.4
2023-10-23,Market,2.4
2023-10-24,Coffe,4.16
2023-10-24,Coffe,4
2023-10-24,Business lunch,6.7
2023-10-24,Other,3
2023-10-24,Coffe,7.1
2023-10-25,Business lunch,6.8
2023-10-25,Market,5.3
2023-10-25,Restuarant,6.3
2023-10-25,Coffe,7.1
2023-10-25,Transport,5
2023-10-26,Business lunch,6.7
2023-10-26,Market,9
2023-10-26,Coffe,17
2023-10-26,Market,3.73
2023-10-27,Market,7.2
2023-10-27,Coffe,7.1
2023-10-27,Coffe,10.8
2023-10-27,Market,8.14
2023-10-28,Coffe,7.1
2023-10-28,Restuarant,78
2023-10-29,Market,5
2023-10-29,Market,6
2023-10-29,Coffe,16
2023-10-30,Market,5.62
2023-10-30,Business lunch,10
2023-10-30,Coffe,7.1
2023-10-30,Transport,5
2023-10-31,Market,4.1
2023-10-31,Coffe,7.1
2023-10-31,Business lunch,6.3
2023-10-31,Market,30
2023-11-01,Market,5.36
2023-11-01,Business lunch,10
2023-11-01,Coffe,7.1
2023-11-01,Market,4.54
2023-11-02,Phone,10
2023-11-02,Sport,20
2023-11-02,Business lunch,10
2023-11-02,Coffe,7.1
2023-11-02,Market,17
2023-11-03,Business lunch,7
2023-11-03,Coffe,15
2023-11-03,Coffe,7.9
2023-11-03,Other,10
2023-11-04,Market,5.13
2023-11-04,Coffe,15
2023-11-04,Coffe,18
2023-11-05,Coffe,17
2023-11-05,Phone,3
2023-11-05,Taxi,2.5
2023-11-05,joy,100
2023-11-05,Market,14
2023-11-06,Market,5.5
2023-11-06,Market,2.73
2023-11-06,Transport,5
2023-11-06,Restuarant,23
2023-11-06,Market,1.73
2023-11-07,Business lunch,10
2023-11-07,Coffe,17
2023-11-08,Restuarant,7.4
2023-11-08,Coffe,7.9
2023-11-08,Market,21.37
2023-11-08,Market,3
2023-11-08,Market,2.29
2023-11-09,Market,6.6
2023-11-10,Market,0.5
2023-11-10,Taxi,2.5
2023-11-10,Coffe,10
2023-11-10,Market,6.9
2023-11-10,Clothing,4
2023-11-11,Restuarant,5.5
2023-11-11,Coffe,9.5
2023-11-11,Transport,5
2023-11-11,Coffe,9.5
2023-11-11,Market,9.4
2023-11-12,Coffe,9.5
2023-11-12,Restuarant,5.5
2023-11-12,Coffe,9.5
2023-11-13,Market,0.9
2023-11-13,Other,22.95
2023-11-13,Business lunch,10
2023-11-13,Coffe,9.5
2023-11-13,Phone,5
2023-11-14,Market,2.15
2023-11-14,Phone,10
2023-11-14,Market,9.39
2023-11-14,Market,7.4
2023-11-15,Market,4.1
2023-11-15,Business lunch,10
2023-11-15,Taxi,1
2023-11-16,Market,4.8
2023-11-16,Coffe,7
2023-11-16,Phone,1
2023-11-16,Health,70
2023-11-16,Market,1.6
2023-11-16,Other,10
2023-11-17,Business lunch,5.4
2023-11-17,Phone,2
2023-11-17,Business lunch,10
2023-11-18,Business lunch,8
2023-11-18,Tech,65
2023-11-18,Events,11
2023-11-18,Coffe,10
2023-11-18,Coffe,10.6
2023-11-18,Market,25
2023-11-19,Coffe,8.7
2023-11-19,Other,20
2023-11-19,Phone,5
2023-11-19,Business lunch,7
2023-11-19,Coffe,9.5
2023-11-20,Market,2
2023-11-20,Business lunch,10
2023-11-20,Restuarant,6.5
2023-11-20,Coffe,6.5
2023-11-20,Market,12
2023-11-21,Communal,150
2023-11-21,Market,7.6
2023-11-21,Coffe,9.5
2023-11-21,Market,12
2023-11-22,Business lunch,5
2023-11-22,Coffe,9.5
2023-11-22,Restuarant,5.5
2023-11-23,Market,5.7
2023-11-23,Transport,5
2023-11-23,Coffe,9
2023-11-23,Market,5
2023-11-24,Market,12.25
2023-11-24,Market,0.75
2023-11-24,Restuarant,20
2023-11-25,Coffe,9.5
2023-11-25,Restuarant,10
2023-11-25,Learning,13
2023-11-26,Coffe,9.5
2023-11-26,Coffe,10
2023-11-26,Transport,10
2023-11-26,Other,10
2023-11-26,Restuarant,22
2023-11-26,Restuarant,5.5
2023-11-26,Market,4.22
2023-11-27,Market,3.73
2023-11-27,Business lunch,9
2023-11-27,Coffe,9.2
2023-11-27,Coffe,9.5
2023-11-27,Market,9.5
2023-11-27,Market,10.32
2023-11-28,Coffe,4
2023-11-28,Restuarant,14
2023-11-28,Coffe,9.5
2023-11-29,Business lunch,6.3
2023-11-29,Coffe,9.5
2023-11-29,Coffe,10
2023-11-29,Market,11
2023-11-30,Market,5
2023-11-30,Business lunch,6.3
2023-11-30,Coffe,9.5
2023-11-30,Market,4
2023-12-01,Market,1.7
2023-12-01,Restuarant,4.1
2023-12-01,Restuarant,7.2
2023-12-01,Restuarant,2.68
2023-12-01,Events,100
2023-12-01,Market,7.21
2023-12-02,Tech,80
2023-12-02,Coffe,9.5
2023-12-02,Restuarant,5.5
2023-12-02,Market,23
2023-12-03,Sport,20
2023-12-03,Market,1
2023-12-03,Tech,8
2023-12-03,Coffe,17
2023-12-03,Coffe,9
2023-12-03,Restuarant,90
2023-12-04,Market,2
2023-12-04,Restuarant,6.3
2023-12-04,Coffe,9.5
2023-12-04,Market,44
2023-12-05,Market,7
2023-12-05,Business lunch,10
2023-12-05,Market,15
2023-12-06,Phone,11
2023-12-06,Business lunch,10
2023-12-06,Market,6.55
2023-12-06,Phone,5
2023-12-07,Business lunch,6.7
2023-12-07,Business lunch,6.3
2023-12-08,Coffe,15
2023-12-08,Health,2
2023-12-09,Market,5.8
2023-12-09,Coffe,13.2
2023-12-09,Restuarant,7.4
2023-12-09,Transport,5
2023-12-09,Market,5.75
2023-12-10,Coffe,9.5
2023-12-10,Other,10
2023-12-10,Market,0.5
2023-12-10,Restuarant,114
2023-12-10,Communal,200
2023-12-11,Coffe,6
2023-12-11,Restuarant,60
2023-12-12,Coffe,5
2023-12-12,Business lunch,14
2023-12-12,Market,21
2023-12-13,Coffe,6
2023-12-13,Business lunch,11
2023-12-13,Transport,5
2023-12-13,Market,5
2023-12-14,Restuarant,13.3
2023-12-14,Business lunch,14
2023-12-14,Coffe,9.5
2023-12-14,Market,8.21
2023-12-15,Business lunch,8
2023-12-15,Business lunch,5.9
2023-12-15,Events,100
2023-12-15,Business lunch,9.5
2023-12-15,Coffe,9.5
2023-12-15,Market,12.13
2023-12-16,Market,6.5
2023-12-16,Coffe,18.6
2023-12-16,Market,12
2023-12-17,Market,0.85
2023-12-17,Market,5
2023-12-18,Transport,6
2023-12-18,Clothing,25
2023-12-18,Market,8.6
2023-12-19,Transport,10
2023-12-19,Taxi,2.71
2023-12-19,Coffe,11.5
2023-12-19,Market,8.4
2023-12-20,Market,1.5
2023-12-20,Coffe,3
2023-12-20,Coffe,10.7
2023-12-20,Restuarant,42
2023-12-21,Coffe,9.5
2023-12-21,Market,6.6
2023-12-22,Coffe,9.5
2023-12-22,Market,18
2023-12-23,Other,10
2023-12-23,Market,1
2023-12-23,Coffe,9.5
2023-12-24,Coffe,9.5
2023-12-24,Market,16
2023-12-24,Restuarant,40
2023-12-25,Market,25
2023-12-25,Coffe,9.5
2023-12-26,Coffe,9.5
2023-12-26,Coffe,19.4
2023-12-26,Health,1
2023-12-26,Restuarant,8.4
2023-12-26,Market,2.45
2023-12-27,Coffe,5
2023-12-27,Coffe,4.8
2023-12-27,Market,6
2023-12-27,Taxi,4
2023-12-28,Health,3.1
2023-12-28,Market,21
2023-12-29,Market,6.6
2023-12-29,Phone,3
2023-12-29,Taxi,3.7
2023-12-29,Restuarant,100
2023-12-30,Transport,10
2023-12-30,Market,0.5
2023-12-30,Health,0.2
2023-12-30,Taxi,3.5
2023-12-30,Market,15.4
2023-12-31,Market,5.5
2023-12-31,Market,4.5
2024-01-01,Other,10
2024-01-01,Market,3.22
2024-01-02,Market,0.5
2024-01-02,Taxi,3
2024-01-02,Coffe,9.5
2024-01-02,Market,8.77
2024-01-03,Coffe,9.5
2024-01-03,Learning,21
2024-01-03,Restuarant,35
2024-01-04,Taxi,2.5
2024-01-04,Coffe,9.5
2024-01-04,Market,15.8
2024-01-05,Market,0.5
2024-01-05,Coffe,9.5
2024-01-05,Phone,10
2024-01-05,Coffe,16
2024-01-05,Coffe,7.1
2024-01-05,Market,4.8
2024-01-05,Restuarant,80
2024-01-06,Learning,26
2024-01-06,Coffe,9.5
2024-01-06,Restuarant,5.6
2024-01-06,Market,0.75
2024-01-07,Business lunch,17
2024-01-07,Market,3.4
2024-01-08,Transport,10
2024-01-08,Business lunch,10
2024-01-09,Business lunch,11
2024-01-09,Market,1.7
2024-01-09,Restuarant,25
2024-01-09,Restuarant,15
2024-01-10,Business lunch,14
2024-01-10,Phone,5
2024-01-10,Restuarant,10
2024-01-11,Business lunch,9.52
2024-01-12,Business lunch,7
2024-01-14,Coffe,9.5
2024-01-15,Market,6.5
2024-01-15,Business lunch,7
2024-01-15,Market,7
2024-01-16,Restuarant,100
2024-01-16,Communal,200
2024-01-16,Business lunch,11
2024-01-16,Restuarant,36
2024-01-17,Market,12
2024-01-17,Market,8
2024-01-17,Business lunch,6
2024-01-17,Market,12.44
2024-01-18,Business lunch,8
2024-01-18,Market,7.41
2024-01-19,Market,5.4
2024-01-19,Restuarant,9.52
2024-01-19,Coffe,6.1
2024-01-19,joy,3
2024-01-19,Restuarant,19
2024-01-19,Restuarant,50
2024-01-20,Coffe,7.1
2024-01-20,Coffe,10
2024-01-20,Coffe,7.1
2024-01-20,Market,20
2024-01-20,Health,7
2024-01-21,Transport,10
2024-01-21,Coffe,18
2024-01-21,Coffe,8.6
2024-01-21,Learning,3.2
2024-01-21,Market,20
2024-01-22,Business lunch,9.52
2024-01-22,Restuarant,7
2024-01-22,Market,9
2024-01-22,Learning,50
2024-01-22,Restuarant,25
2024-01-23,Business lunch,15
2024-01-23,Coffe,9.5
2024-01-23,Market,12
2024-01-24,Market,6
2024-01-24,Business lunch,11
2024-01-24,Restuarant,30
2024-01-25,Market,5.5
2024-01-25,Clothing,100
2024-01-25,Market,13
2024-01-26,Business lunch,12
2024-01-26,Taxi,7
2024-01-27,Health,90
2024-01-28,Coffe,17
2024-01-28,Phone,3
2024-01-28,Restuarant,30
2024-01-29,Market,11
2024-01-29,Market,13
2024-01-30,Market,4.23
2024-01-30,Health,2450
2024-01-30,Health,29
2024-01-31,Transport,10
2024-01-31,Market,17
2024-01-31,Phone,1.65
2024-02-01,Market,3.3
2024-02-02,Coffe,8.7
2024-02-02,Market,11
2024-02-03,Coffe,7.1
2024-02-03,Coffe,7.2
2024-02-03,Phone,3
2024-02-03,Restuarant,70
2024-02-04,Sport,20
2024-02-04,Coffe,18.6
2024-02-04,Coffe,8.7
2024-02-04,Market,6.4
2024-02-05,Phone,10
2024-02-05,Taxi,4
2024-02-05,Coffe,19
2024-02-06,Market,8.1
2024-02-06,Business lunch,10
2024-02-06,Coffe,8.7
2024-02-06,Market,10
2024-02-07,Market,0.5
2024-02-07,Coffe,8.7
2024-02-07,Coffe,19
2024-02-08,Transport,10
2024-02-09,Market,3.05
2024-02-09,Market,2
2024-02-09,Business lunch,10
2024-02-10,Other,10
2024-02-10,Market,20
2024-02-10,Coffe,8.7
2024-02-10,Restuarant,13
2024-02-10,Market,11
2024-02-11,Coffe,6
2024-02-11,Restuarant,8
2024-02-11,Taxi,4
2024-02-11,Taxi,3
2024-02-11,Coffe,8.7
2024-02-12,Communal,159
2024-02-12,Market,5
2024-02-12,Coffe,8.7
2024-02-13,Market,2.15
2024-02-13,Business lunch,25.2
2024-02-13,Business lunch,1
2024-02-13,Coffe,7.3
2024-02-13,Market,3.28
2024-02-14,Market,4.5
2024-02-14,Business lunch,8
2024-02-14,Coffe,17.2
2024-02-15,Market,5.63
2024-02-15,Coffe,8.7
2024-02-15,Coffe,6.5
2024-02-15,Business lunch,10
2024-02-15,Market,4.4
2024-02-16,Market,25
2024-02-16,Coffe,4.8
2024-02-17,Transport,10
2024-02-17,Taxi,2.6
2024-02-17,Coffe,15.3
2024-02-17,Other,50
2024-02-17,Restuarant,45
2024-02-17,joy,7.3
2024-02-18,Market,7.52
2024-02-18,Other,10
2024-02-18,Taxi,4.3
2024-02-18,Coffe,7.3
2024-02-18,Phone,3
2024-02-18,Taxi,2.6
2024-02-18,Restuarant,8
2024-02-18,Market,12.5
2024-02-19,Market,5.13
2024-02-19,Business lunch,10
2024-02-19,Coffe,7.3
2024-02-19,Phone,10
2024-02-20,Business lunch,10
2024-02-20,Market,3.7
2024-02-21,Taxi,6.7
2024-02-21,Restuarant,21
2024-02-22,Business lunch,8
2024-02-22,Coffe,12
2024-02-23,Business lunch,10
2024-02-23,Learning,10
2024-02-23,Coffe,9
2024-02-23,Market,15
2024-02-24,Coffe,8.7
2024-02-24,Coffe,10
2024-02-25,Coffe,7.5
2024-02-25,Market,6
2024-02-26,Coffe,9.5
2024-02-26,Market,21
2024-02-27,Market,5
2024-02-27,Business lunch,6
2024-02-27,Market,24
2024-02-27,Taxi,20
2024-02-27,Other,30
2024-02-28,Coffe,2.1
2024-02-28,Restuarant,12.5
2024-02-28,joy,24
2024-02-28,Restuarant,20
2024-02-29,Restuarant,15
2024-02-29,Coffe,2.1
2024-02-29,Fuel,15
2024-02-29,Health,2.2
2024-02-29,Coffe,1
2024-03-01,Restuarant,24.15
2024-03-01,Phone,13
2024-03-01,Fuel,10
2024-03-01,Restuarant,38
2024-03-02,Transport,10
2024-03-02,Coffe,8.7
2024-03-02,Restuarant,5.6
2024-03-02,Sport,20
2024-03-02,Market,9
2024-03-03,Other,10
2024-03-03,Coffe,8.7
2024-03-03,Coffe,7.2
2024-03-03,Market,11
2024-03-04,Business lunch,5.4
2024-03-04,Market,6.28
2024-03-04,Phone,3
2024-03-04,Events,30
2024-03-04,Restuarant,102
2024-03-04,Market,19
2024-03-05,Business lunch,11
2024-03-05,Restuarant,8
2024-03-05,Health,3
2024-03-06,Business lunch,14
2024-03-06,Coffe,13
2024-03-06,Market,2
2024-03-06,Restuarant,84
2024-03-07,Market,20
2024-03-07,Business lunch,17
2024-03-07,Coffe,10
2024-03-07,Market,5.44
2024-03-06,Coffe,7
2024-03-06,Restuarant,33
2024-03-08,Coffe,8.7
2024-03-08,Coffe,11
2024-03-08,Market,5
2024-03-09,Coffe,8.7
2024-03-09,Restuarant,29
2024-03-08,Restuarant,15
2024-03-10,Communal,150
2024-03-10,Transport,10
2024-03-10,Restuarant,23
2024-03-10,Learning,1.3
2024-03-11,Restuarant,11
2024-03-11,Market,6
2024-03-12,Coffe,8
2024-03-12,Market,13
2024-03-13,Coffe,16
2024-03-13,Taxi,2.6
2024-03-13,Events,4.5
2024-03-13,Restuarant,55
2024-03-14,Restuarant,14
2024-03-15,Coffe,16
2024-03-15,Market,12
2024-03-16,Other,10
2024-03-16,Market,3.2
2024-03-16,Coffe,8.7
2024-03-16,Coffe,16
2024-03-16,Other,1.8
2024-03-17,Coffe,17
2024-03-17,Market,2
2024-03-17,Market,4.5
2024-03-18,Transport,10
2024-03-19,Market,46
2024-03-20,Taxi,5
2024-03-20,Market,13
2024-03-22,Coffe,8.7
2024-03-22,Restuarant,11
2024-03-22,Market,3.5
2024-03-23,Coffe,18
2024-03-23,Market,5
2024-03-24,Restuarant,10
2024-03-24,Coffe,10.7
2024-03-24,Market,6.31
2024-03-27,Coffe,6.5
2024-03-28,Learning,3
2024-03-29,Events,10
2024-03-29,Events,50
2024-03-29,Market,6.5
2024-03-30,Clothing,45
2024-03-30,Restuarant,33
2024-03-30,Restuarant,20
2024-03-31,Learning,50
2024-03-31,Other,10
2024-03-31,Transport,10
2024-03-31,Market,20
2024-03-31,Communal,30
2024-03-31,Sport,20
2024-03-31,Market,0.5
2024-03-31,Coffe,18
2024-03-31,Taxi,3
2024-03-31,Market,15
2024-03-31,Phone,10
2024-04-01,Learning,200
2024-04-02,Phone,3
2024-04-02,Market,15.65
2024-04-03,Coffe,10.7
2024-04-03,Market,9.52
2024-04-04,Learning,11
2024-04-04,Market,3.2
2024-04-05,Market,22
2024-04-06,Market,6.7
2024-04-06,Coffe,10.7
2024-04-06,Taxi,3
2024-04-06,Restuarant,30
2024-04-07,Other,10
2024-04-07,Phone,7
2024-04-07,Coffe,5.5
2024-04-07,Taxi,5.5
2024-04-07,Restuarant,116
2024-04-08,Taxi,8.6
2024-04-08,Phone,1
2024-04-08,Market,6.4
2024-04-09,Other,5
2024-04-09,Taxi,2.5
2024-04-10,Taxi,2.5
2024-04-10,Coffe,20
2024-04-11,Coffe,18
2024-04-11,Coffe,7.1
2024-04-11,Transport,10
2024-04-11,Restuarant,31
2024-04-11,Market,13
2024-04-12,Coffe,11.5
2024-04-13,Coffe,12
2024-04-13,Coffe,10.7
2024-04-13,Coffe,20
2024-04-14,Coffe,10.7
2024-04-14,Coffe,10.7
2024-04-15,Business lunch,12
2024-04-15,Coffe,7
2024-04-15,Market,3.3
2024-04-16,Market,12
2024-04-16,Business lunch,12
2024-04-16,Coffe,10.7
2024-04-17,Coffe,4.08
2024-04-17,Business lunch,10
2024-04-17,Learning,17
2024-04-17,Coffe,11.5
2024-04-17,Market,3
2024-04-17,Other,15
2024-04-18,Market,7.3
2024-04-18,Coffe,11.5
2024-04-19,Coffe,5.6
2024-04-19,Restuarant,10
2024-04-19,Clothing,39
2024-04-19,Taxi,6
2024-04-19,Coffe,8.2
2024-04-19,Taxi,4.3
2024-04-19,Market,7
2024-04-20,Coffe,18
2024-04-20,Coffe,11
2024-04-21,Market,3
2024-04-21,Coffe,19
2024-04-21,Coffe,11.5
2024-04-21,Taxi,10
2024-04-21,Restuarant,52
2024-04-21,Events,100
2024-04-22,Business lunch,10
2024-04-22,Market,0.5
2024-04-23,Transport,10
2024-04-23,Coffe,5.6
2024-04-23,Market,7.14
2024-04-23,Taxi,2.5
2024-04-23,Restuarant,13.2
2024-04-23,Coffe,11
2024-04-23,Coffe,11.5
2024-04-23,Taxi,8.5
2024-04-24,Market,9
2024-04-24,Business lunch,10
2024-04-24,Learning,26
2024-04-24,Coffe,11.5
2024-04-24,Market,5
2024-04-25,Market,2.4
2024-04-25,Market,8.3
2024-04-25,Market,4.8
2024-04-26,Market,4.5
2024-04-26,Business lunch,6
2024-04-26,Learning,1
2024-04-26,Market,1
2024-04-26,Phone,3
2024-04-27,Coffe,8.4
2024-04-27,Restuarant,50
2024-04-27,Coffe,8.4
2024-04-27,Market,1
2024-04-27,Other,2
2024-04-27,Market,20
2024-04-27,Market,3.59
2024-04-28,Market,0.5
2024-04-28,Coffe,8.6
2024-04-28,Coffe,10.6
2024-04-28,Coffe,10
2024-04-28,Market,6
2024-04-28,Restuarant,50
2024-04-29,Coffe,5.6
2024-04-29,Restuarant,8.26
2024-04-29,Phone,10
2024-04-29,Business lunch,10
2024-04-29,Events,100
2024-04-29,Learning,1
2024-04-29,Market,3
2024-04-29,Taxi,5.5
2024-04-28,Events,11
2024-04-28,Restuarant,18
2024-04-30,Restuarant,8.26
2024-04-30,Restuarant,63
2024-05-01,Restuarant,8.26
2024-05-01,Restuarant,14
2024-05-01,Coffe,8.4
2024-05-02,Business lunch,8.26
2024-05-02,Sport,103
2024-05-02,Restuarant,9.28
2024-05-02,Coffe,8
2024-05-02,Taxi,4
2024-05-02,Restuarant,35
2024-05-03,Phone,5
2024-05-03,Taxi,3.3
2024-05-03,Taxi,4
2024-05-03,Taxi,5.8
2024-05-03,Restuarant,5.6
2024-05-03,Coffe,7.6
2024-05-03,Market,17
2024-05-03,Health,6.4
2024-05-03,Health,2100
2024-05-03,Market,3.3
2024-05-04,Coffe,7.6
2024-05-04,Coffe,7.6
2024-05-04,Restuarant,29
2024-05-04,Taxi,3
2024-05-04,Other,5
2024-05-03,Restuarant,14
2024-05-05,Coffe,7.6
2024-05-05,Market,4
2024-05-05,Learning,9.8
2024-05-05,Market,5
2024-05-06,Market,6.3
2024-05-06,Business lunch,10
2024-05-06,Transport,5
2024-05-06,Taxi,3.5
2024-05-06,Restuarant,62
2024-05-07,Market,6.2
2024-05-07,Restuarant,14.1
2024-05-07,Restuarant,6.8
2024-05-07,Coffe,7.6
2024-05-08,Market,6.52
2024-05-08,Business lunch,10
2024-05-08,Coffe,7.6
2024-05-08,Learning,36
2024-05-08,Learning,6
2024-05-09,Coffe,7.1
2024-05-09,Restuarant,31
2024-05-09,Coffe,11
2024-05-09,Market,9.9
2024-05-10,Market,6.6
2024-05-10,Business lunch,5.4
2024-05-10,Taxi,6
2024-05-10,Business lunch,10
2024-05-10,Other,3.5
2024-05-11,Communal,150
2024-05-11,Market,3.9
2024-05-11,Coffe,7.1
2024-05-10,Restuarant,35
2024-05-11,Restuarant,5.6
2024-05-11,Other,10
2024-05-12,Sport,20
2024-05-12,Coffe,7.1
2024-05-12,Restuarant,44
2024-05-12,Restuarant,22
2024-05-12,Other,5
2024-05-12,Market,16
2024-05-13,Market,4.4
2024-05-13,Health,70
2024-05-13,Business lunch,10
2024-05-13,Market,5
2024-05-13,Market,6.18
2024-05-13,Taxi,2.5
2024-05-13,Restuarant,31
2024-05-14,Market,8.55
2024-05-14,Business lunch,11
2024-05-15,Market,4.8
2024-05-15,Market,5.4
2024-05-15,Business lunch,10
2024-05-15,Coffe,7.6
2024-05-15,Market,6.5
2024-05-16,Market,5.27
2024-05-16,Business lunch,9
2024-05-16,Coffe,9.5
2024-05-16,Coffe,7.6
2024-05-16,Other,100
2024-05-16,Market,3.14
2024-05-17,Coffe,7.35
2024-05-17,Business lunch,11
2024-05-17,Phone,5
2024-05-17,Market,6.3
2024-05-18,Market,0.8
2024-05-18,Coffe,7.6
2024-05-18,Coffe,7.2
2024-05-18,Coffe,8.4
2024-05-19,Restuarant,48
2024-05-19,Coffe,7.6
2024-05-19,Learning,25
2024-05-19,Restuarant,5.6
2024-05-19,Learning,19
2024-05-19,Health,3.8
2024-05-19,Transport,10
2024-05-19,Market,11
2024-05-19,Coffe,7.35
2024-05-19,Market,2
2024-05-20,Taxi,2.6
2024-05-20,Restuarant,5.6
2024-05-20,Coffe,7.6
2024-05-20,Coffe,7.6
2024-05-20,Restuarant,100
2024-05-21,Health,10
2024-05-21,Coffe,1.8
2024-05-21,Taxi,3
2024-05-21,Coffe,7.2
2024-05-21,Other,10
2024-05-22,Taxi,2.5
2024-05-22,Coffe,7.6
2024-05-22,Coffe,10
2024-05-22,Coffe,7.6
2024-05-22,Coffe,1.8
2024-05-22,Market,9.6
2024-05-23,Coffe,7.6
2024-05-23,Taxi,2.5
2024-05-23,Restuarant,22
2024-05-24,Coffe,7.2
2024-05-24,Coffe,12.9
2024-05-24,Coffe,14
2024-05-24,Taxi,3.5
2024-05-24,Coffe,7.6
2024-05-24,Restuarant,31
2024-05-25,Coffe,7.6
2024-05-25,Restuarant,4
2024-05-26,Market,0.5
2024-05-26,Coffe,7.6
2024-05-26,Market,4.5
